variableMetadata	mzMed	mzMin	mzMax	sizeSamp	scanMin	scanMax	nPeaks	meanSolvent	timeShifted	signalOverSolventPvalueMean	corSampPeakMean	corSampPeakSd	signalOverSolventRatioMean	variableID
M576.3180	576.318046540815	576.316650390625	576.319396972656	81	16	102	3	0	0	0	0.921982758520016	0.0211114159406857	Inf	M576.3180
M577.3214	577.321365002234	577.313903808594	577.322631835938	74	15	97	4	0	0	0	0.789023269158762	0.219199199253123	Inf	M577.3214
M578.3247	578.324668754966	578.32275390625	578.326293945312	65	16	88	3	2027.68060980903	0	0	0.647658674266076	0.103627962016176	Inf	M578.3247
M579.3711	579.371148593184	579.369934082031	579.372314453125	68	15	86	3	0	0	0	0.907514100897926	0.0260066749373066	Inf	M579.3711
M579.5346	579.534620397231	579.533020019531	579.535888671875	68	15	105	3	0	0	0	-0.0662227100233636	0.214436192969529	Inf	M579.5346
M580.3056	580.305642771167	580.304138183594	580.306884765625	68	15	89	3	0	0	0	0.937319267161756	0.0220420199950187	Inf	M580.3056
M580.3743	580.374335655799	580.372192382812	580.375732421875	67	15	86	3	0	0	0	0.868239738113709	0.0659993401489987	Inf	M580.3743
M581.3091	581.309070188608	581.307983398438	581.310363769531	70	15	89	3	0	0	0	0.923786987908995	0.0212350234122972	Inf	M581.3091
M581.3682	581.368244969568	581.366882324219	581.369262695312	62	19	89	3	0	0	0	0.80216014238331	0.0664688533874085	Inf	M581.3682
M582.3124	582.312407769097	582.310791015625	582.313537597656	60	16	89	3	0	0	0	0.715469930406816	0.0663510936722764	Inf	M582.3124
M590.3225	590.322506773706	590.32080078125	590.324157714844	65	15	82	3	0	0	0	0.829886505466548	0.00454995701760369	Inf	M590.3225
M591.3258	591.325807446111	591.323791503906	591.326965332031	69	15	86	3	0	0	0	0.814313489532379	0.0313127911823442	Inf	M591.3258
M591.4959	591.49591063003	591.493774414062	591.497253417969	73	15	100	2	3864.5351969401	0	0	0.259781820295627	0.153607919076707	Inf	M591.4959
M592.3292	592.329218845742	592.327331542969	592.330749511719	58	16	85	3	0	0	0	0.493722113156322	0.101110702256863	Inf	M592.3292
M597.3453	597.345251995584	597.342956542969	597.3466796875	64	15	85	3	2145.69607204861	0	0	0.712452344651227	0.121525066071648	Inf	M597.3453
M598.2799	598.279879222197	598.278381347656	598.281616210938	76	17	98	3	0	0	0	0.829454270845379	0.104771681884691	Inf	M598.2799
M598.3000	598.299953976193	598.298156738281	598.301574707031	66	15	86	3	0	0	0	0.444661453755465	0.128618053244621	Inf	M598.3000
M599.2832	599.283161808894	599.28076171875	599.284790039062	68	15	86	3	0	0	0	0.823435737636151	0.00904681200768137	Inf	M599.2832
M599.3035	599.303504119048	599.302001953125	599.304748535156	55.5	16	76	2	0	0	0	0.186721834900198	0.140276023269955	Inf	M599.3035
M603.3657	603.365688390899	603.36376953125	603.367004394531	65	17	85	3	0	0	0	0.867710932992371	0.00525922465142743	Inf	M603.3657
M604.3689	604.368889160156	604.367004394531	604.370056152344	60	20	84	3	0	0	0	0.622212969704175	0.0715617437585599	Inf	M604.3689
M607.5661	607.566079416582	607.564331054688	607.5673828125	79	16	112	3	0	0	0	-0.116972965426556	0.0943755332962242	Inf	M607.5661
M619.5272	619.527156028427	619.524780273438	619.529052734375	65	15	86	3	9105.27659195189	0	0	0.82384580944436	0.0605935125634711	51.9700285066317	M619.5272
M620.5304	620.530423823091	620.527770996094	620.531860351562	66	15	83	3	1791.54012044271	0	0	0.539763721473375	0.110545766152179	Inf	M620.5304
M623.1356	623.135562744141	623.133361816406	623.137084960938	104	21	129	3	0	0	0	-0.684757452872219	0.0407189505306006	Inf	M623.1356
M624.1388	624.138779253837	624.13720703125	624.140319824219	104	23	130	2	0	0	0	-0.469862623638473	0.060037562953139	Inf	M624.1388
M629.1524	629.152422223772	629.150451660156	629.153991699219	98	18	124	3	0	0	0	-0.60045760497752	0.0591393508626326	Inf	M629.1524
M635.5011	635.501061416254	635.498962402344	635.502502441406	57	17	84	3	0	0	0	0.586179004852222	0.10550688173403	Inf	M635.5011
M637.3638	637.363750516451	637.361877441406	637.365417480469	64	23	92	2	0	0	0	0.432294590578789	0.0593282862399389	Inf	M637.3638
M645.1048	645.104840739622	645.102600097656	645.106323242188	160	23	244	2	0	1	0	NA	NA	Inf	M645.1048
M645.1176	645.117581685384	645.115600585938	645.119201660156	104	20	131	3	0	0	0	-0.613875553486683	0.0816921526474985	Inf	M645.1176
M647.5585	647.558513552643	647.556457519531	647.560363769531	65	15	84	3	7897.85235575153	0	0	0.825835576427431	0.0351369300095316	70.7879613254057	M647.5585
M648.5619	648.561876128215	648.560241699219	648.563781738281	69	15	86	3	1913.76540798611	0	0	0.702528197579592	0.133106144023988	Inf	M648.5619
M651.1344	651.134402962618	651.13232421875	651.135864257812	93	20	120	3	0	0	0	-0.521937545431326	0.0884096950096049	Inf	M651.1344
M660.0821	660.082095833712	660.080017089844	660.083984375	145	15	243	3	0	1	0	NA	NA	Inf	M660.0821
M661.0824	661.082416110569	661.080078125	661.083862304688	109	21	251	3	0	1	0	NA	NA	Inf	M661.0824
M662.5694	662.569370117188	662.567749023438	662.57080078125	61	15	91	3	0	0	0	0.549460252888421	0.0787500892738432	Inf	M662.5694
M663.5325	663.532512618835	663.529968261719	663.534545898438	69	15	95	3	0	0	0	0.561732496687048	0.140866550022632	Inf	M663.5325
M664.5358	664.535821708473	664.533996582031	664.537170410156	64.5	17	100	2	0	0	0	0.39644889756008	0.1221026918639	Inf	M664.5358
M665.3661	665.366054280599	665.364501953125	665.367309570312	65	15	84	3	0	0	0	0.444901117015475	0.0680247600806239	Inf	M665.3661
M667.0996	667.099614307134	667.097473144531	667.101257324219	99	19	129	3	0	0	0	-0.686387770429894	0.0654768435726217	Inf	M667.0996
M670.2559	670.255922154018	670.254333496094	670.257629394531	59	21	91	3	0	0	0	0.21161598217595	0.0839571292045161	Inf	M670.2559
M670.3738	670.373848243996	670.372192382812	670.375244140625	62	16	89	3	0	0	0	0.742052601966383	0.0379844755311152	Inf	M670.3738
M671.3772	671.377158140525	671.374816894531	671.378784179688	68	15	88	3	0	0	0	0.395014065004693	0.0626591421874815	Inf	M671.3772
M672.3895	672.389540452224	672.3876953125	672.391052246094	70	16	91	3	0	0	0	0.593724886286495	0.118095357431009	Inf	M672.3895
M673.1164	673.116449883644	673.114562988281	673.118103027344	94	18	120	3	0	0	0	-0.481452733671817	0.124134277820875	Inf	M673.1164
M674.3685	674.368535222234	674.367248535156	674.37060546875	62	16	89	3	0	0	0	0.471701151403925	0.0975777465918038	Inf	M674.3685
M676.0469	676.046887079875	676.044860839844	676.048278808594	194	26	235	3	0	1	0	NA	NA	Inf	M676.0469
M683.0643	683.064296815454	683.061889648438	683.065673828125	104	20	131	3	0	0	0	-0.62967995462748	0.0907555341233061	Inf	M683.0643
M683.5431	683.543133205838	683.541198730469	683.544555664062	56	17	88	3	0	0	0	0.423325397599491	0.097076404144415	Inf	M683.5431
M686.4051	686.405067328251	686.403137207031	686.406616210938	71	15	89	3	0	0	0	0.892747452265719	0.0467009573756756	Inf	M686.4051
M687.4084	687.408436168324	687.406311035156	687.410400390625	68	15	87	3	0	0	0	0.83865885853028	0.0532280511633128	Inf	M687.4084
M688.4118	688.411835457938	688.409362792969	688.413452148438	60	23	87	2	0	0	0	0.5370934728231	0.0853603357539315	Inf	M688.4118
M689.0812	689.08124200229	689.078979492188	689.083129882812	96	21	124	3	0	0	0	-0.603729833633227	0.0170730622722495	Inf	M689.0812
M689.3530	689.352976769702	689.351013183594	689.354248046875	90	21	120	2	0	0	0	-0.322575692753961	0.0404634768604411	Inf	M689.3530
M689.4022	689.402190512799	689.400085449219	689.404296875	65	15	85	3	0	0	0	0.635998552223616	0.0932497786765913	Inf	M689.4022
M695.0984	695.098381574764	695.096435546875	695.099914550781	85	21	112	3	0	0	0	-0.251998129384786	0.138078050963473	Inf	M695.0984
M703.4544	703.454356892904	703.451232910156	703.4560546875	65	15	95	3	8372.99291314019	0	2.21268351641157e-07	0.358859893865396	0.131155052006398	12.5781613709282	M703.4544
M703.5748	703.574770078554	703.572692871094	703.576843261719	74	15	91	3	0	0	0	0.119033194414777	0.15990700338902	Inf	M703.5748
M704.3794	704.37939860026	704.377258300781	704.381286621094	69	15	85	3	0	0	0	0.408486498810438	0.144506953359898	Inf	M704.3794
M704.5783	704.578295255962	704.576538085938	704.579772949219	63	15	95	3	0	0	0	0.0715429809818446	0.241328764784091	Inf	M704.5783
M705.3826	705.382605189841	705.380554199219	705.384155273438	64.5	16	87	2	0	0	0	0.138406558262068	0.0448993550413466	Inf	M705.3826
M711.0633	711.06332887105	711.060729980469	711.065307617188	92.5	19	121	2	0	0	0	-0.452206507637901	0.114272004490537	Inf	M711.0633
M711.5745	711.574462890625	711.572326660156	711.576721191406	64	15	82	3	0	0	0	0.880099608945309	0.0118745827732715	Inf	M711.5745
M712.5779	712.577927299168	712.575805664062	712.579406738281	69	15	86	3	0	0	0	0.716374490076663	0.0630788139479291	Inf	M712.5779
M718.6320	718.631963729858	718.630065917969	718.633666992188	65	15	86	3	0	0	0	0.672978327120476	0.0333419776837766	Inf	M718.6320
M719.4284	719.428423757342	719.425476074219	719.430541992188	58	15	79	2	0	0	0	0.306154407173417	0.112520750825484	Inf	M719.4284
M725.5567	725.556743039923	725.554870605469	725.558776855469	69	15	86	3	0	0	0	0.627956175806222	0.0676638908205821	Inf	M725.5567
M726.5600	726.559959129051	726.558044433594	726.561828613281	62.5	15	85	2	0	0	0	0.197975507939687	0.0418463593392903	Inf	M726.5600
M739.6058	739.605814839457	739.603698730469	739.607482910156	68	15	86	3	0	0	0	0.840027729724598	0.0132764050797159	Inf	M739.6058
M740.6091	740.609107971191	740.607360839844	740.611572265625	65	15	84	3	0	0	0	0.710709714888748	0.0862237204646845	Inf	M740.6091
M751.4289	751.428933536305	751.427124023438	751.430114746094	57	15	80	3	0	0	0	0.181943523754973	0.08805341963612	Inf	M751.4289
M758.5692	758.569244559152	758.566528320312	758.571411132812	77	15	98	3	0	0	0	0.606187757406262	0.124812544641251	Inf	M758.5692
M759.5727	759.57267218121	759.570129394531	759.574768066406	72	15	97	3	0	0	0	0.642078186731047	0.114767979017166	Inf	M759.5727
M760.5758	760.575786515778	760.573181152344	760.577575683594	67	15	86	3	0	0	0	0.260146731683548	0.111390227644772	Inf	M760.5758
M760.5849	760.584903081258	760.582763671875	760.586853027344	68	15	93	3	0	0	0	0.523964996870121	0.0804525031712107	Inf	M760.5849
M760.5849_2	760.584896569611	760.574523925781	760.586853027344	68	15	93	4	0	0	0	0.474966173074774	0.117977155038531	Inf	M760.5849_2
M761.5882	761.588168379189	761.586059570312	761.589965820312	71	15	94	3	0	0	0	0.165403262299355	0.161437295310366	Inf	M761.5882
M780.5512	780.551233814381	780.548400878906	780.553344726562	69	15	86	3	0	0	0	0.82933295711185	0.0343968377799871	Inf	M780.5512
M781.5550	781.554980155749	781.552368164062	781.557678222656	63	15	92	3	0	0	0	0.842473660879406	0.0228418949492548	Inf	M781.5550
M782.5673	782.567257612179	782.555419921875	782.571228027344	72	15	90	7	0	0	0	0.503242565604268	0.153800235849719	Inf	M782.5673
M783.5714	783.571445147196	783.568176269531	783.574157714844	79	15	100	3	0	0	0	0.687252453934191	0.0413484966946754	Inf	M783.5714
M784.5848	784.584842940291	784.582458496094	784.586791992188	67	15	88	3	0	0	0	0.326595752129243	0.0616525548393281	Inf	M784.5848
M785.5880	785.587965223524	785.586242675781	785.589660644531	68	15	88	3	0	0	0	0.206384893867954	0.0911468823021561	Inf	M785.5880
M786.6004	786.600424630301	786.598205566406	786.603149414062	73	15	91	3	0	0	0	0.515432343305471	0.277553231927087	Inf	M786.6004
M787.6038	787.603848411923	787.601318359375	787.605590820312	72	15	95	3	0	0	0	0.512722347411842	0.0888253291530836	Inf	M787.6038
M795.5018	795.501845542831	795.500061035156	795.503540039062	56	16	75	2	0	0	0	0.26924472820268	0.157764973232985	Inf	M795.5018
M796.5253	796.525251799939	796.523071289062	796.527038574219	63	15	84	3	0	0	0	0.577337459175926	0.0840620783393234	Inf	M796.5253
M796.5462	796.546185693075	796.544250488281	796.5478515625	60.5	15	83	2	0	0	0	0.460153610489967	0.0795530535415429	Inf	M796.5462
M804.5512	804.551221720378	804.548461914062	804.553100585938	60	15	83	3	0	0	0	0.648289124374702	0.192539040292308	Inf	M804.5512
M805.5546	805.554553222656	805.552307128906	805.556701660156	59	15	100	3	0	0	0	0.554229335110046	0.177940959503331	Inf	M805.5546
M806.5679	806.567898386432	806.564575195312	806.571716308594	69.5	15	95	4	0	0	0	0.660729934788455	0.125386786532856	Inf	M806.5679
M807.5712	807.571219444275	807.568298339844	807.574157714844	66	15	84	3	0	0	0	0.39311908248769	0.129760461129705	Inf	M807.5712
M808.5826	808.58257863898	808.57958984375	808.5849609375	67	15	86	3	0	0	0	0.803478853490413	0.0510932703547982	Inf	M808.5826
M809.5859	809.585939641584	809.583251953125	809.587463378906	62	15	85	3	0	0	0	0.670656449468561	0.0177135830184002	Inf	M809.5859
M810.6003	810.600327925249	810.597412109375	810.603698730469	64	15	85	3	0	0	0	0.371869517472767	0.0603637822472095	Inf	M810.6003
M813.6843	813.684323659861	813.681823730469	813.686340332031	77	16	101	2	0	0	0	-0.110318279533207	0.00360310606776061	Inf	M813.6843
M828.5517	828.551698599289	828.548889160156	828.554138183594	65	15	81	3	0	0	0	0.709448992209676	0.0422399607007755	Inf	M828.5517
M829.5550	829.555008396958	829.553161621094	829.556701660156	63	15	84	2	0	0	0	0.475157472859926	0.20426676804614	Inf	M829.5550
M832.5827	832.582662379488	832.579833984375	832.584777832031	55	15	80	3	0	0	0	0.489173252152068	0.0321337264819897	Inf	M832.5827
M838.5642	838.564181082589	838.561279296875	838.56640625	79	15	100	3	0	0	0	0.312760536512039	0.0512962426564554	Inf	M838.5642
M856.5830	856.582992742091	856.580505371094	856.585083007812	64	15	85	3	0	0	0	0.580428161225609	0.144820343258075	Inf	M856.5830
M857.5866	857.586585635231	857.584777832031	857.588256835938	64	15	80	3	0	0	0	0.375333307397858	0.0206314333194959	Inf	M857.5866
M918.6157	918.615653153304	918.612609863281	918.617553710938	63.5	17	86	2	0	0	0	0.111235158842623	0.394429035194044	Inf	M918.6157
M934.6468	934.646768423227	934.643798828125	934.649597167969	63	15	90	3	0	0	0	0.64059047335837	0.0716346557151428	Inf	M934.6468
M935.6502	935.65021387736	935.647216796875	935.65283203125	60	15	88	3	0	0	0	0.465081115010888	0.110473629814556	Inf	M935.6502
M952.6658	952.665781030899	952.663818359375	952.668762207031	57	20	86	2	0	0	0	0.346306493996515	0.0594698581392162	Inf	M952.6658
